incident_id,date,time,datetime,latitude,longitude,force_type,incident_type,subject_age,subject_race,subject_gender,officer_age,officer_gender,officer_years_experience,weapon_present,injury_level,body_camera_on
UOF-04952,2021-06-02,22:24:00,2021-06-02 22:24:00,30.296159,-97.736138,Baton,Pursuit,68,Black,Female,37,Male,16,Yes,Minor,Yes
UOF-00188,2021-06-02,22:42:00,2021-06-02 22:42:00,30.245184,-97.757326,Chemical Spray,Mental Health Crisis,33,Black,Male,36,Male,9,No,None,Yes
UOF-02016,2021-06-03,00:40:00,2021-06-03 00:40:00,30.383204,-97.741227,Hands-On,Traffic Stop,44,Hispanic,Male,26,Male,8,No,Minor,Yes
UOF-04818,2021-06-03,00:44:00,2021-06-03 00:44:00,30.260155,-97.868804,Taser,Traffic Stop,34,Hispanic,Female,51,Male,12,Yes,Severe,Yes
UOF-00062,2021-06-03,07:26:00,2021-06-03 07:26:00,30.19627,-97.742943,Taser,Traffic Stop,40,Black,Male,35,Female,2,No,None,Yes
UOF-01190,2021-06-03,16:01:00,2021-06-03 16:01:00,30.214494,-97.74579,Hands-On,Mental Health Crisis,48,White,Male,25,Male,17,No,None,Yes
UOF-00836,2021-06-03,18:41:00,2021-06-03 18:41:00,30.210323,-97.741634,Taser,Mental Health Crisis,24,Black,Male,25,Male,5,No,None,Yes
UOF-00302,2021-06-03,19:06:00,2021-06-03 19:06:00,30.349675,-97.791327,Taser,Suspicious Activity,32,Black,Male,44,Male,5,Yes,None,No
UOF-04237,2021-06-03,19:50:00,2021-06-03 19:50:00,30.206315,-97.75589,Taser,Mental Health Crisis,46,Asian,Male,42,Male,19,Yes,Minor,Yes
UOF-03599,2021-06-03,21:48:00,2021-06-03 21:48:00,30.346367,-97.710436,Hands-On,Mental Health Crisis,42,Black,Male,25,Female,22,No,None,No
UOF-00801,2021-06-03,22:36:00,2021-06-03 22:36:00,30.193509,-97.791386,Hands-On,Mental Health Crisis,32,White,Female,33,Male,6,Yes,None,Yes
UOF-01985,2021-06-04,06:13:00,2021-06-04 06:13:00,30.374832,-97.748221,Taser,Pursuit,51,White,Male,28,Male,1,No,None,No
UOF-04057,2021-06-04,10:00:00,2021-06-04 10:00:00,30.231381,-97.851692,Hands-On,Domestic Violence,34,Black,Male,27,Male,4,No,Minor,Yes
UOF-01843,2021-06-04,15:00:00,2021-06-04 15:00:00,30.164021,-97.769818,Baton,Domestic Violence,35,Hispanic,Male,39,Male,14,Yes,Moderate,Yes
UOF-02146,2021-06-04,20:28:00,2021-06-04 20:28:00,30.317863,-97.700271,Taser,Warrant Service,25,Black,Male,39,Male,12,Yes,Minor,Yes
UOF-00557,2021-06-04,20:34:00,2021-06-04 20:34:00,30.318383,-97.704148,Hands-On,Suspicious Activity,28,White,Male,46,Male,7,No,None,Yes
UOF-02151,2021-06-04,21:53:00,2021-06-04 21:53:00,30.303085,-97.785794,Taser,Traffic Stop,51,Black,Male,28,Male,6,No,Moderate,Yes
UOF-03252,2021-06-05,14:30:00,2021-06-05 14:30:00,30.230147,-97.732904,Taser,Suspicious Activity,29,Hispanic,Male,25,Male,9,No,Minor,Yes
UOF-01248,2021-06-05,20:17:00,2021-06-05 20:17:00,30.287742,-97.828732,Chemical Spray,Disturbance Call,51,Black,Female,34,Male,12,No,Minor,Yes
UOF-00827,2021-06-06,08:26:00,2021-06-06 08:26:00,30.145739,-97.734233,Firearm,Warrant Service,43,Black,Male,29,Female,0,Yes,None,Yes
UOF-04879,2021-06-06,16:31:00,2021-06-06 16:31:00,30.319741,-97.715077,Taser,Disturbance Call,43,Black,Male,39,Male,8,No,Minor,No
UOF-00782,2021-06-06,18:07:00,2021-06-06 18:07:00,30.320492,-97.788772,Baton,Mental Health Crisis,45,Asian,Male,42,Male,6,No,Minor,Yes
UOF-03789,2021-06-06,18:39:00,2021-06-06 18:39:00,30.156017,-97.741901,Chemical Spray,Domestic Violence,52,Hispanic,Male,28,Male,11,Yes,None,Yes
UOF-00342,2021-06-06,19:57:00,2021-06-06 19:57:00,30.275653,-97.778672,Chemical Spray,Mental Health Crisis,43,Black,Female,43,Male,0,No,Minor,Yes
UOF-00784,2021-06-06,20:55:00,2021-06-06 20:55:00,30.338931,-97.661265,Chemical Spray,Traffic Stop,49,White,Female,34,Female,9,Yes,None,Yes
UOF-01749,2021-06-07,08:28:00,2021-06-07 08:28:00,30.355209,-97.692743,Hands-On,Domestic Violence,23,Black,Female,32,Male,3,Yes,None,Yes
UOF-01180,2021-06-07,08:31:00,2021-06-07 08:31:00,30.35541,-97.686886,Hands-On,Mental Health Crisis,49,Hispanic,Female,47,Male,18,No,Moderate,Yes
UOF-01963,2021-06-07,17:06:00,2021-06-07 17:06:00,30.183441,-97.75576,Taser,Mental Health Crisis,57,White,Female,34,Male,21,Yes,None,Yes
UOF-00136,2021-06-07,18:33:00,2021-06-07 18:33:00,30.306693,-97.752333,Hands-On,Disturbance Call,42,Black,Male,42,Male,8,No,None,Yes
UOF-01774,2021-06-07,18:55:00,2021-06-07 18:55:00,30.237565,-97.734071,Hands-On,Disturbance Call,60,Hispanic,Male,33,Female,3,Yes,Moderate,Yes
UOF-03093,2021-06-07,19:15:00,2021-06-07 19:15:00,30.242491,-97.844547,Taser,Pursuit,37,Black,Male,33,Female,5,No,None,No
UOF-02153,2021-06-07,21:43:00,2021-06-07 21:43:00,30.205587,-97.733568,Taser,Domestic Violence,39,Hispanic,Female,32,Male,4,No,None,Yes
UOF-04236,2021-06-08,08:52:00,2021-06-08 08:52:00,30.31947,-97.664304,Hands-On,Pursuit,41,White,Male,50,Female,2,Yes,None,Yes
UOF-02374,2021-06-08,12:43:00,2021-06-08 12:43:00,30.377611,-97.672216,Taser,Suspicious Activity,37,Black,Male,40,Male,5,No,Minor,Yes
UOF-03246,2021-06-08,15:03:00,2021-06-08 15:03:00,30.233792,-97.722152,Taser,Suspicious Activity,40,Hispanic,Female,30,Male,13,No,Moderate,No
UOF-01996,2021-06-08,15:22:00,2021-06-08 15:22:00,30.351436,-97.648522,Taser,Traffic Stop,30,Black,Male,32,Male,11,No,Moderate,Yes
UOF-01979,2021-06-08,17:06:00,2021-06-08 17:06:00,30.282919,-97.731323,Taser,Warrant Service,41,Black,Male,49,Male,13,Yes,None,Yes
UOF-00641,2021-06-08,17:57:00,2021-06-08 17:57:00,30.169247,-97.772098,Taser,Mental Health Crisis,39,Black,Male,40,Male,9,Yes,Moderate,Yes
UOF-03992,2021-06-08,19:39:00,2021-06-08 19:39:00,30.292189,-97.727056,Hands-On,Traffic Stop,32,Hispanic,Male,43,Male,4,Yes,None,Yes
UOF-00794,2021-06-08,20:29:00,2021-06-08 20:29:00,30.20264,-97.754405,Hands-On,Mental Health Crisis,55,Black,Female,29,Male,2,No,None,Yes
UOF-01967,2021-06-09,00:20:00,2021-06-09 00:20:00,30.225325,-97.733271,Baton,Mental Health Crisis,51,White,Male,36,Male,6,No,Severe,Yes
UOF-00622,2021-06-09,14:33:00,2021-06-09 14:33:00,30.198262,-97.788667,Taser,Disturbance Call,21,Black,Male,31,Male,7,No,None,No
UOF-00795,2021-06-09,14:49:00,2021-06-09 14:49:00,30.309317,-97.722784,Hands-On,Warrant Service,29,White,Male,50,Male,10,No,None,Yes
UOF-01831,2021-06-09,17:25:00,2021-06-09 17:25:00,30.159958,-97.719707,Hands-On,Traffic Stop,43,Black,Male,43,Male,10,No,None,No
UOF-04021,2021-06-09,18:40:00,2021-06-09 18:40:00,30.251573,-97.744958,Firearm,Suspicious Activity,67,Black,Male,33,Male,3,No,None,Yes
UOF-00462,2021-06-09,19:45:00,2021-06-09 19:45:00,30.250352,-97.845091,Chemical Spray,Pursuit,68,White,Male,35,Male,9,No,None,Yes
UOF-03941,2021-06-09,20:16:00,2021-06-09 20:16:00,30.249606,-97.741997,Chemical Spray,Domestic Violence,45,White,Male,27,Male,8,No,Severe,Yes
UOF-02754,2021-06-10,06:23:00,2021-06-10 06:23:00,30.256714,-97.669246,Hands-On,Disturbance Call,63,White,Male,30,Male,20,No,None,Yes
UOF-03076,2021-06-10,15:08:00,2021-06-10 15:08:00,30.310887,-97.70776,Hands-On,Warrant Service,39,White,Female,35,Male,6,No,None,Yes
UOF-00699,2021-06-10,15:29:00,2021-06-10 15:29:00,30.32795,-97.693139,Hands-On,Disturbance Call,31,White,Male,38,Male,3,Yes,Minor,Yes
UOF-02134,2021-06-10,16:57:00,2021-06-10 16:57:00,30.35112,-97.721592,Hands-On,Mental Health Crisis,46,Black,Male,29,Male,11,Yes,None,Yes
UOF-04332,2021-06-10,19:40:00,2021-06-10 19:40:00,30.373652,-97.699539,Chemical Spray,Traffic Stop,37,White,Male,41,Female,4,Yes,Minor,Yes
UOF-01584,2021-06-10,21:39:00,2021-06-10 21:39:00,30.362181,-97.764896,Baton,Pursuit,26,Black,Male,25,Male,3,Yes,Minor,Yes
UOF-02418,2021-06-10,23:15:00,2021-06-10 23:15:00,30.302403,-97.738916,Taser,Mental Health Crisis,50,Hispanic,Male,36,Male,6,No,None,Yes
UOF-00013,2021-06-11,05:31:00,2021-06-11 05:31:00,30.296758,-97.753465,K-9,Traffic Stop,31,Black,Female,33,Male,10,No,Minor,Yes
UOF-02509,2021-06-11,11:37:00,2021-06-11 11:37:00,30.274543,-97.830574,Hands-On,Suspicious Activity,38,White,Male,35,Male,8,Yes,Minor,Yes
UOF-04929,2021-06-11,15:31:00,2021-06-11 15:31:00,30.304697,-97.720887,Hands-On,Domestic Violence,48,White,Male,39,Male,29,Yes,None,Yes
UOF-00824,2021-06-11,18:01:00,2021-06-11 18:01:00,30.352725,-97.632015,K-9,Mental Health Crisis,40,Black,Male,42,Male,8,No,None,Yes
UOF-03436,2021-06-12,02:07:00,2021-06-12 02:07:00,30.364353,-97.742877,Taser,Disturbance Call,39,Black,Female,39,Male,1,No,None,Yes
UOF-02389,2021-06-12,11:20:00,2021-06-12 11:20:00,30.348016,-97.663604,Taser,Disturbance Call,48,Black,Male,27,Male,7,No,None,No
UOF-02530,2021-06-12,19:53:00,2021-06-12 19:53:00,30.322534,-97.682603,Chemical Spray,Mental Health Crisis,35,Black,Female,32,Male,7,No,None,Yes
UOF-02929,2021-06-12,21:57:00,2021-06-12 21:57:00,30.246412,-97.747998,Chemical Spray,Mental Health Crisis,49,Hispanic,Male,44,Male,4,No,Minor,Yes
UOF-02992,2021-06-12,22:24:00,2021-06-12 22:24:00,30.356698,-97.732715,Chemical Spray,Mental Health Crisis,40,Hispanic,Male,43,Male,12,No,None,No
UOF-02490,2021-06-12,23:10:00,2021-06-12 23:10:00,30.14338,-97.704878,K-9,Suspicious Activity,30,Black,Male,42,Male,6,No,None,Yes
UOF-00711,2021-06-13,11:24:00,2021-06-13 11:24:00,30.269973,-97.764823,Hands-On,Pursuit,31,White,Male,38,Male,11,No,None,Yes
UOF-00402,2021-06-13,16:40:00,2021-06-13 16:40:00,30.242493,-97.719807,Hands-On,Mental Health Crisis,48,Hispanic,Female,35,Male,9,No,Moderate,Yes
UOF-03113,2021-06-13,17:07:00,2021-06-13 17:07:00,30.352364,-97.651055,Hands-On,Traffic Stop,47,Hispanic,Male,30,Male,1,Yes,None,Yes
UOF-03721,2021-06-13,18:33:00,2021-06-13 18:33:00,30.348134,-97.63682,Hands-On,Suspicious Activity,45,White,Male,34,Female,9,No,Severe,Yes
UOF-01897,2021-06-13,19:59:00,2021-06-13 19:59:00,30.256444,-97.8107,Taser,Disturbance Call,36,Black,Male,40,Male,18,No,Minor,Yes
UOF-01263,2021-06-13,20:35:00,2021-06-13 20:35:00,30.249854,-97.814246,Firearm,Suspicious Activity,39,Black,Male,38,Male,10,Yes,Minor,Yes
UOF-04704,2021-06-13,21:39:00,2021-06-13 21:39:00,30.327774,-97.725429,Hands-On,Mental Health Crisis,28,White,Male,55,Male,7,Yes,Minor,Yes
UOF-02221,2021-06-14,05:06:00,2021-06-14 05:06:00,30.328389,-97.73227,Taser,Disturbance Call,34,Hispanic,Male,32,Male,4,Yes,Severe,Yes
UOF-04240,2021-06-14,18:26:00,2021-06-14 18:26:00,30.383476,-97.786837,Hands-On,Traffic Stop,30,Black,Male,38,Male,2,No,None,No
UOF-04606,2021-06-14,19:11:00,2021-06-14 19:11:00,30.275849,-97.710841,Taser,Pursuit,51,Black,Male,25,Male,8,No,Minor,Yes
UOF-04789,2021-06-14,19:44:00,2021-06-14 19:44:00,30.300612,-97.823614,Hands-On,Mental Health Crisis,25,Hispanic,Female,39,Male,6,No,None,Yes
UOF-03644,2021-06-15,15:31:00,2021-06-15 15:31:00,30.24137,-97.758174,Hands-On,Warrant Service,31,White,Female,40,Male,13,No,Minor,No
UOF-02842,2021-06-15,18:20:00,2021-06-15 18:20:00,30.326683,-97.616163,Hands-On,Traffic Stop,48,Black,Male,45,Female,9,Yes,None,Yes
UOF-04271,2021-06-15,22:23:00,2021-06-15 22:23:00,30.34233,-97.822176,Firearm,Pursuit,31,White,Female,28,Male,9,No,Moderate,Yes
UOF-02167,2021-06-17,17:10:00,2021-06-17 17:10:00,30.291017,-97.68115,Taser,Traffic Stop,40,White,Male,36,Male,8,Yes,None,Yes
UOF-04452,2021-06-18,07:33:00,2021-06-18 07:33:00,30.319108,-97.746294,Chemical Spray,Traffic Stop,49,Hispanic,Male,40,Male,11,Yes,Severe,Yes
UOF-03057,2021-06-18,08:43:00,2021-06-18 08:43:00,30.269901,-97.724313,Hands-On,Disturbance Call,44,Hispanic,Male,44,Male,10,No,Minor,Yes
UOF-02679,2021-06-18,10:16:00,2021-06-18 10:16:00,30.318108,-97.649832,Hands-On,Traffic Stop,31,Hispanic,Male,42,Male,7,No,None,Yes
UOF-03303,2021-06-18,10:58:00,2021-06-18 10:58:00,30.382562,-97.728471,Hands-On,Disturbance Call,32,Hispanic,Male,45,Male,6,No,Moderate,Yes
UOF-01046,2021-06-18,19:45:00,2021-06-18 19:45:00,30.147251,-97.787049,Hands-On,Disturbance Call,33,Black,Male,50,Male,5,Yes,None,Yes
UOF-01962,2021-06-18,21:31:00,2021-06-18 21:31:00,30.348639,-97.712502,Chemical Spray,Pursuit,46,Asian,Male,36,Male,9,Yes,None,No
UOF-02311,2021-06-19,00:23:00,2021-06-19 00:23:00,30.150725,-97.789991,Hands-On,Mental Health Crisis,28,Hispanic,Male,39,Male,8,No,None,Yes
UOF-04285,2021-06-19,19:49:00,2021-06-19 19:49:00,30.257166,-97.840539,Chemical Spray,Mental Health Crisis,39,Asian,Male,54,Male,26,No,None,Yes
UOF-04513,2021-06-20,13:18:00,2021-06-20 13:18:00,30.346147,-97.70909,Chemical Spray,Traffic Stop,60,White,Male,37,Female,6,No,Moderate,Yes
UOF-02985,2021-06-20,17:27:00,2021-06-20 17:27:00,30.240329,-97.800403,Chemical Spray,Traffic Stop,28,Black,Male,31,Female,19,Yes,Minor,Yes
UOF-04135,2021-06-20,18:41:00,2021-06-20 18:41:00,30.168063,-97.722964,Hands-On,Disturbance Call,49,Black,Male,38,Male,7,Yes,Minor,Yes
UOF-04405,2021-06-20,20:08:00,2021-06-20 20:08:00,30.258105,-97.741416,Baton,Warrant Service,48,White,Male,36,Male,11,Yes,Minor,Yes
UOF-03397,2021-06-20,22:33:00,2021-06-20 22:33:00,30.245139,-97.694066,Taser,Domestic Violence,34,Black,Male,55,Male,13,Yes,None,Yes
UOF-04759,2021-06-21,18:00:00,2021-06-21 18:00:00,30.302568,-97.602152,Taser,Domestic Violence,47,White,Female,32,Male,3,No,None,Yes
UOF-02558,2021-06-21,23:02:00,2021-06-21 23:02:00,30.255517,-97.728074,Hands-On,Pursuit,43,Hispanic,Male,41,Male,11,No,None,Yes
UOF-00617,2021-06-22,03:21:00,2021-06-22 03:21:00,30.181189,-97.736145,Chemical Spray,Traffic Stop,55,Hispanic,Male,31,Male,3,No,Fatal,Yes
UOF-03163,2021-06-22,10:51:00,2021-06-22 10:51:00,30.273454,-97.890199,Taser,Warrant Service,39,Hispanic,Male,35,Male,5,Yes,None,Yes
UOF-01357,2021-06-22,11:28:00,2021-06-22 11:28:00,30.27987,-97.856959,Taser,Mental Health Crisis,39,Other,Male,35,Male,7,Yes,None,Yes
UOF-00983,2021-06-22,17:08:00,2021-06-22 17:08:00,30.325601,-97.743337,Taser,Disturbance Call,25,Black,Male,36,Male,2,Yes,Severe,Yes
UOF-01039,2021-06-22,18:51:00,2021-06-22 18:51:00,30.199873,-97.757086,Firearm,Suspicious Activity,36,White,Female,40,Male,5,Yes,Minor,Yes
UOF-00382,2021-06-22,19:56:00,2021-06-22 19:56:00,30.205196,-97.784429,Hands-On,Disturbance Call,34,White,Male,38,Male,10,No,Minor,Yes
UOF-00476,2021-06-22,22:38:00,2021-06-22 22:38:00,30.276832,-97.674798,Chemical Spray,Disturbance Call,41,Hispanic,Male,50,Male,4,No,None,Yes
UOF-02208,2021-06-23,01:05:00,2021-06-23 01:05:00,30.380581,-97.637822,Hands-On,Pursuit,58,Black,Female,37,Male,9,No,None,Yes
UOF-00896,2021-06-23,04:54:00,2021-06-23 04:54:00,30.288292,-97.838931,Hands-On,Disturbance Call,43,White,Male,38,Male,6,Yes,None,Yes
UOF-00103,2021-06-23,21:09:00,2021-06-23 21:09:00,30.34527,-97.624953,Chemical Spray,Traffic Stop,49,White,Male,28,Male,8,No,None,Yes
UOF-00490,2021-06-23,21:28:00,2021-06-23 21:28:00,30.324778,-97.689532,Hands-On,Domestic Violence,32,White,Male,47,Male,19,No,Minor,Yes
UOF-04722,2021-06-24,07:52:00,2021-06-24 07:52:00,30.273711,-97.826798,Hands-On,Disturbance Call,35,Other,Female,35,Female,5,No,None,Yes
UOF-00779,2021-06-24,08:30:00,2021-06-24 08:30:00,30.321243,-97.776486,Firearm,Disturbance Call,24,Hispanic,Male,39,Male,6,Yes,None,Yes
UOF-04481,2021-06-24,11:08:00,2021-06-24 11:08:00,30.187819,-97.729142,K-9,Disturbance Call,46,Black,Male,44,Female,6,Yes,Moderate,Yes
UOF-04025,2021-06-24,15:11:00,2021-06-24 15:11:00,30.387413,-97.764298,Baton,Traffic Stop,43,Black,Male,28,Male,19,No,Severe,Yes
UOF-01119,2021-06-24,21:04:00,2021-06-24 21:04:00,30.362282,-97.684988,Hands-On,Disturbance Call,52,White,Female,47,Male,6,Yes,None,No
UOF-03290,2021-06-25,14:50:00,2021-06-25 14:50:00,30.198311,-97.774945,Chemical Spray,Disturbance Call,43,Asian,Male,38,Male,3,Yes,None,Yes
UOF-03964,2021-06-25,20:14:00,2021-06-25 20:14:00,30.323465,-97.67752,Hands-On,Suspicious Activity,52,Hispanic,Male,39,Female,6,Yes,None,Yes
UOF-04910,2021-06-26,08:14:00,2021-06-26 08:14:00,30.303754,-97.632784,Hands-On,Pursuit,30,Black,Female,27,Male,9,Yes,None,No
UOF-02154,2021-06-26,18:44:00,2021-06-26 18:44:00,30.180328,-97.730339,K-9,Pursuit,62,Hispanic,Male,28,Male,5,No,None,Yes
UOF-01496,2021-06-27,21:36:00,2021-06-27 21:36:00,30.366526,-97.772672,Taser,Disturbance Call,37,White,Male,44,Male,6,No,Moderate,Yes
UOF-02557,2021-06-28,08:15:00,2021-06-28 08:15:00,30.39061,-97.704942,Chemical Spray,Traffic Stop,28,White,Male,40,Male,8,Yes,None,Yes
UOF-02236,2021-06-28,12:25:00,2021-06-28 12:25:00,30.302217,-97.767776,Hands-On,Mental Health Crisis,52,White,Male,34,Male,16,No,None,Yes
UOF-00453,2021-06-28,13:56:00,2021-06-28 13:56:00,30.293716,-97.720029,Hands-On,Domestic Violence,34,Hispanic,Female,25,Male,5,No,None,Yes
UOF-02714,2021-06-28,14:46:00,2021-06-28 14:46:00,30.161789,-97.734337,Hands-On,Domestic Violence,47,Hispanic,Male,39,Male,11,Yes,Moderate,Yes
UOF-00219,2021-06-28,16:07:00,2021-06-28 16:07:00,30.324423,-97.58505,Hands-On,Domestic Violence,47,Hispanic,Male,25,Male,9,No,Moderate,Yes
UOF-04013,2021-06-28,17:25:00,2021-06-28 17:25:00,30.314627,-97.722665,Baton,Mental Health Crisis,66,Hispanic,Male,35,Male,8,Yes,Severe,Yes
UOF-04719,2021-06-29,02:01:00,2021-06-29 02:01:00,30.237763,-97.751262,Hands-On,Traffic Stop,32,Black,Male,43,Male,7,No,None,Yes
UOF-00599,2021-06-29,06:00:00,2021-06-29 06:00:00,30.374903,-97.686338,Hands-On,Suspicious Activity,25,White,Male,34,Male,11,No,Moderate,Yes
UOF-03068,2021-06-29,15:17:00,2021-06-29 15:17:00,30.333643,-97.739437,Taser,Warrant Service,56,Hispanic,Male,38,Male,4,Yes,None,No
UOF-03348,2021-06-29,16:01:00,2021-06-29 16:01:00,30.308814,-97.673659,Baton,Disturbance Call,59,Black,Male,34,Male,28,No,Severe,Yes
UOF-01886,2021-06-29,18:27:00,2021-06-29 18:27:00,30.345078,-97.753846,Chemical Spray,Pursuit,38,Black,Male,35,Male,10,No,None,Yes
UOF-01666,2021-06-29,19:28:00,2021-06-29 19:28:00,30.239364,-97.722744,Baton,Disturbance Call,24,Black,Female,33,Male,5,Yes,Severe,Yes
UOF-04591,2021-06-29,21:51:00,2021-06-29 21:51:00,30.379993,-97.775699,Hands-On,Warrant Service,39,White,Male,33,Male,6,Yes,Severe,Yes
UOF-04828,2021-06-30,04:05:00,2021-06-30 04:05:00,30.334746,-97.751761,Hands-On,Warrant Service,49,Hispanic,Male,38,Male,5,No,Severe,Yes
UOF-01734,2021-06-30,13:00:00,2021-06-30 13:00:00,30.404367,-97.70782,Taser,Pursuit,55,Hispanic,Male,32,Male,14,No,None,Yes
UOF-03703,2021-06-30,17:47:00,2021-06-30 17:47:00,30.354619,-97.765928,Hands-On,Warrant Service,38,Hispanic,Male,38,Male,9,No,Severe,No
UOF-01741,2021-06-30,20:06:00,2021-06-30 20:06:00,30.249494,-97.826715,Taser,Pursuit,24,White,Male,41,Male,15,Yes,Minor,Yes
UOF-03768,2021-07-01,04:09:00,2021-07-01 04:09:00,30.351262,-97.648375,Baton,Mental Health Crisis,38,Black,Male,29,Female,11,Yes,Minor,Yes
UOF-04308,2021-07-01,08:04:00,2021-07-01 08:04:00,30.255726,-97.733015,Taser,Traffic Stop,49,White,Male,48,Male,9,Yes,None,Yes
UOF-03739,2021-07-01,15:57:00,2021-07-01 15:57:00,30.214747,-97.763732,Hands-On,Suspicious Activity,34,Hispanic,Male,26,Male,7,No,Minor,Yes
UOF-03007,2021-07-01,16:42:00,2021-07-01 16:42:00,30.226316,-97.752956,Hands-On,Mental Health Crisis,54,Black,Male,34,Male,13,No,None,Yes
UOF-02377,2021-07-01,17:43:00,2021-07-01 17:43:00,30.3313,-97.755183,Baton,Traffic Stop,43,Asian,Male,43,Male,18,No,None,Yes
UOF-03542,2021-07-01,18:07:00,2021-07-01 18:07:00,30.263263,-97.756391,Baton,Warrant Service,39,White,Female,39,Male,18,No,None,Yes
UOF-00264,2021-07-01,20:42:00,2021-07-01 20:42:00,30.382105,-97.713844,Hands-On,Disturbance Call,46,White,Male,43,Male,29,No,None,Yes
UOF-04083,2021-07-02,00:19:00,2021-07-02 00:19:00,30.335685,-97.632022,Hands-On,Disturbance Call,51,Black,Male,35,Male,7,Yes,None,Yes
UOF-04600,2021-07-02,01:35:00,2021-07-02 01:35:00,30.256909,-97.88569,Hands-On,Domestic Violence,41,Black,Female,37,Male,7,No,None,Yes
UOF-02655,2021-07-02,05:48:00,2021-07-02 05:48:00,30.27962,-97.688238,Chemical Spray,Traffic Stop,32,Hispanic,Female,40,Male,8,Yes,None,No
UOF-04173,2021-07-02,06:05:00,2021-07-02 06:05:00,30.285626,-97.705275,Chemical Spray,Domestic Violence,39,Black,Male,26,Male,13,No,Moderate,Yes
UOF-00497,2021-07-02,19:37:00,2021-07-02 19:37:00,30.380225,-97.711259,Hands-On,Mental Health Crisis,46,Hispanic,Male,40,Male,12,No,Minor,Yes
UOF-00719,2021-07-03,06:45:00,2021-07-03 06:45:00,30.281984,-97.745084,Hands-On,Suspicious Activity,44,Asian,Male,35,Male,2,No,Minor,No
UOF-03008,2021-07-03,07:50:00,2021-07-03 07:50:00,30.311831,-97.765382,Chemical Spray,Domestic Violence,30,Black,Male,40,Male,12,No,None,Yes
UOF-04318,2021-07-03,10:44:00,2021-07-03 10:44:00,30.277031,-97.658608,Hands-On,Disturbance Call,53,Hispanic,Male,43,Female,22,Yes,Minor,Yes
UOF-03047,2021-07-03,13:45:00,2021-07-03 13:45:00,30.252731,-97.807085,Baton,Disturbance Call,34,White,Male,38,Male,17,Yes,Minor,Yes
UOF-01534,2021-07-03,15:56:00,2021-07-03 15:56:00,30.274019,-97.748138,Taser,Pursuit,38,Black,Male,31,Male,2,No,Moderate,Yes
UOF-01677,2021-07-03,18:42:00,2021-07-03 18:42:00,30.245933,-97.75659,Chemical Spray,Traffic Stop,49,Black,Female,34,Male,15,Yes,Minor,Yes
UOF-00163,2021-07-03,19:14:00,2021-07-03 19:14:00,30.312223,-97.797593,Chemical Spray,Traffic Stop,36,Hispanic,Male,35,Male,12,Yes,Severe,Yes
UOF-01565,2021-07-03,22:31:00,2021-07-03 22:31:00,30.192582,-97.757467,Baton,Warrant Service,27,Hispanic,Male,35,Male,5,No,None,Yes
UOF-00259,2021-07-04,04:38:00,2021-07-04 04:38:00,30.30114,-97.665816,Hands-On,Disturbance Call,44,Black,Female,39,Male,6,No,Minor,Yes
UOF-04720,2021-07-04,16:00:00,2021-07-04 16:00:00,30.362753,-97.816786,Chemical Spray,Mental Health Crisis,36,Hispanic,Male,51,Male,12,Yes,None,Yes
UOF-00112,2021-07-04,18:32:00,2021-07-04 18:32:00,30.193157,-97.761446,Taser,Mental Health Crisis,27,Black,Male,48,Male,4,Yes,Moderate,Yes
UOF-01209,2021-07-04,19:10:00,2021-07-04 19:10:00,30.257417,-97.738599,Taser,Disturbance Call,40,Black,Male,39,Male,4,No,Minor,Yes
UOF-04123,2021-07-04,22:36:00,2021-07-04 22:36:00,30.211394,-97.806191,Taser,Traffic Stop,28,Black,Female,35,Male,9,No,None,Yes
UOF-00283,2021-07-05,11:24:00,2021-07-05 11:24:00,30.242513,-97.754949,Hands-On,Suspicious Activity,39,Black,Male,40,Male,7,No,Moderate,Yes
UOF-03094,2021-07-05,19:38:00,2021-07-05 19:38:00,30.28388,-97.729874,Chemical Spray,Warrant Service,41,Hispanic,Male,42,Male,3,Yes,None,Yes
UOF-02948,2021-07-05,20:00:00,2021-07-05 20:00:00,30.317414,-97.652809,Taser,Mental Health Crisis,45,Asian,Male,41,Male,4,Yes,Moderate,Yes
UOF-02895,2021-07-05,20:31:00,2021-07-05 20:31:00,30.277612,-97.854199,Baton,Domestic Violence,49,Black,Female,54,Male,1,Yes,None,Yes
UOF-02006,2021-07-06,06:00:00,2021-07-06 06:00:00,30.343658,-97.736577,Taser,Domestic Violence,40,Hispanic,Male,28,Male,7,Yes,None,No
UOF-01711,2021-07-06,07:27:00,2021-07-06 07:27:00,30.282955,-97.894756,Firearm,Domestic Violence,31,Other,Female,32,Female,6,Yes,Minor,Yes
UOF-00681,2021-07-06,11:56:00,2021-07-06 11:56:00,30.198306,-97.725571,Hands-On,Mental Health Crisis,38,Hispanic,Female,37,Male,9,No,None,Yes
UOF-04863,2021-07-06,17:58:00,2021-07-06 17:58:00,30.282028,-97.718422,Chemical Spray,Traffic Stop,36,Hispanic,Male,33,Female,4,Yes,Minor,No
UOF-03813,2021-07-06,20:45:00,2021-07-06 20:45:00,30.31175,-97.704709,Chemical Spray,Traffic Stop,30,Other,Male,41,Male,16,No,None,Yes
UOF-02751,2021-07-07,02:26:00,2021-07-07 02:26:00,30.239744,-97.753179,Hands-On,Traffic Stop,58,White,Male,31,Male,9,Yes,Moderate,Yes
